时间,城市,昵称,性别,等级,评分,评论
2018-09-22,济南,ZdG161676307,2,2,4.5,艺术化成分太多了，不过还是骗了我好多眼泪，买票买晚了，买了第一排，哭到不能自已，尤其是女主家吃饭的场景和男主家吃饭的场景，太多的感同身受，其实私心还是希望女主死掉，因为她就像曾经的自己，太想死却没有勇气。结局还是挺美好的，实际上很多受欺凌的人比结局悲惨的多，而欺负别人的人或许一辈子都认识不到自己的错误。
2018-09-22,长春,KOP654072034,2,2,4,挺好的，讲述校园暴力事件，很青春的一部片子，但是内容太易懂，没有那么大的冲击力
2018-09-22,重庆,花蔓鑫鑫,0,3,4,比较悲伤吧，现实的问题。
2018-09-22,玉山,顾昇R,0,2,1,"看完逆流成河的感受：有钱真好，再露骨再烂俗老套的剧作也可以拍出有美感的画面，也可以有高颜值的小鲜肉参演¨竟然还可以卖钱   摄影不错 灯光也不错  演员也不错 
  就是问题出在140 小明，你怎么看？"
2018-09-22,上饶,十一,2,3,5,超好看，女主角演的很好，还有超喜欢顾湘西。
2018-09-22,衡水,奋斗青年2701,1,2,0.5,最垃圾的一部电影，没有任何意义
2018-09-22,呼和浩特,SKh397324614,0,3,5,很好看，演的很好
2018-09-22,长沙,ajK605780454,0,2,5,值得一看推一波
2018-09-22,杭州,在你走的那个晚上,0,3,5,如果女主死掉，那么结局会更完美，不过电影嘛……享受的过程才是最重要的啦～
2018-09-22,太和,活生生的西红柿,1,4,5,跟我亲爱的发小看的第一场电影，真好看，每一次台词都很经典，改编的剧情也很好
2018-09-22,淄博,果味泰_,0,2,4.5,很好的一部电影，就是和小说有些情节不一样，不过还是很不错的，演员们都很不容易，票房大卖吧！
2018-09-22,平潭,Lth386546243,0,2,5,太棒了，就是空调冷气开太大
2018-09-22,上海,顾佳伟GJW,1,4,0.5,烂片！郭侏儒写出来的就是烂！
2018-09-22,户县,西海垂虹,0,3,5,小说还原度不错，很感人！
2018-09-22,洛阳,DXYZNLSZDYSZZ,0,2,5,感动😭哭啊，呜呜呜
2018-09-22,成都,妮儿9475,2,3,4,中学时候的生活描绘的很真实   反应了目前的学校状态（部分学校）影片感人  特别是后半部分  新人演员  演技可圈可点  总的来说   还是很不错的
2018-09-22,北京,Akiramx,2,3,5,最大的感触就是  我们每个人都很渺小  但希望会让我们内心变得更强大  愿我们的青春都被温暖以待❤
2018-09-22,娄底,最宝贝,2,3,4.5,电影蛮好看的，有笑点也有感动的地方，校园暴力和舆论也是社会现在应该关心的事，很有意义
2018-09-22,杭州,GQr421028160,2,3,5,校园暴力事件数不胜数。我上高中的时候，也经常听见别人在背后造谣某个同学，我也跟着学，生物的本能就是看见黑暗的东西都会躲避，看见阳光的东西都会想要去靠近……我为什么总梦到高中时候，也是因为曾经被排挤过，虽然不是像易遥那样被人造谣，我只是，真的没有人喜欢跟我玩，我也不喜欢假面人，就这样过了一整个高三。
2018-09-22,咸宁,yHq952334035,0,3,5,被女主圈粉，作为新人演技不错
2018-09-22,成都,小陈多,1,2,5,不错的电影，很感人，值得去看。
2018-09-22,天津,茵然萧雪,1,3,5,改编的不错的，没有原作虐
2018-09-22,利川,其小小小小小斤,0,3,5,在看电影的过程中看出了气愤，也有泪点。不错。
2018-09-22,大连,陈美兆123,2,2,5,特别好看加油棒棒的
2018-09-22,深圳,TUM805273223,0,3,5,女主角演技炸裂，第一次看电影哭了，实在是太悲伤了，还好结局有一点安慰
2018-09-22,松原,EvJ688218201,0,3,5,太好看了，之前只知道情节很好 结尾很虐，电影真的很好看。教育真的很重要，以后我的孩子一定要让他明白，什么叫做善良 。
2018-09-22,杭州,ATA591490813,0,3,5,挺好咖啡☕️
2018-09-22,长春,刘昊然Turbo97,0,2,5,现在已经回到家。安静的打字。我看电影没那么挑剔，这个电影对我有感动，有触动，有共鸣，或者画面好，故事好，我一般就会给十分。今年我二十七岁，没记错的话，悲伤逆流成河是我高中的时候看的小说。具体忘记了初中还是高中。那时候看的过程很难受。我气愤齐铭对易遥感情不那么牢固，难过易遥最后跳楼自杀。电影改动很大很大，主旋律，重点强调校园霸凌而不是小说里那悲伤疼痛葬爱系列的狗血青春，美好结局，除了顾森湘无辜死去。看的时候才想起小说里的易遥好像更倔强，电影女主缺少了一点点气质，但脸很耐看，像是长高了的林允，声音向董洁，顾森湘的演员也好看，校园女神那种，不喜欢齐铭的角色也不喜欢演员的长相，倒是顾森西有井柏然的影子
2018-09-22,湘西,沫沫咯哈,0,3,4.5,刚刚看完出来    也是一步让我泪奔的电影   跟室友和同学一起去看  我妆哭掉了  室友眼睛哭肿....没有辜负我对它的期望   哈哈哈哈
2018-09-22,长沙,始终123329,2,4,5,顾森西真的是个少年
2018-09-22,北京,我是小哥哥吧,1,4,5,"个人看法
易遥生活在单亲家庭一直有母亲的不理解和别人的看法，但是随后突如其来的病和阴错阳差的病而备受牵连。
齐铭生活在挺不错的家庭，父亲的理解（偷钱那段可以看得出来）母亲的宠爱以及对易遥母亲的看法（两人争吵那段），但是在易遥出现意外时只是一开始的支持，但是后面并不理解和信任也不会勇敢站出来去保护一个人。
唐小米也是一个可怜的人，一开始被人欺负和转学后因为看不惯易遥和齐铭走得近转而开始欺负易遥，以至于后来被易遥看到自己被欺负的惨状从而变得歇斯底里，但是阴错阳差下害死了顾森湘。
顾森湘一开始的细节也可以看出有心机（故意过敏）但是总的来说很好。
顾森西一直支持相信易遥，但是做法偏激。
不喜忽喷！！！"
2018-09-22,北京,A嘤嘤怪A,2,3,5,所以人言可畏，希望大家善良。顾森西像阳光一样在易瑶最难熬的时候照进她的世界，给了易瑶无比大的鼓励。森湘是个特别好的女孩，真的很心疼她。
2018-09-22,温岭,yRC960017226,0,4,4.5,非常走心的电影，现在的学生需要这种题材的电影，反对校园暴力
2018-09-22,芜湖,蓝二哥哥的魏无羡,0,1,5,好久没看郭敬明的电影了，这次电影特别好看！！！超级喜欢顾森西！！表白！
2018-09-22,义乌,wjl18267972741,2,3,5,还想看一次。
2018-09-22,南京,kzW891560553,0,1,5,“你好我是顾森西 太阳从西边出来的西”有个愿意信任你一直信任你的挚友多幸运，没看过悲伤逆流成河的小说今天看了电影 本以为很伤感的还带了包纸巾 结果…真的是太喜欢顾森西了
2018-09-22,昆明,susanyanping,0,3,5,有点意犹未尽的感觉，剧情没有小说虐，看了剧之后想再去看一次小说
2018-09-22,恩施,阿琳的魔法棒,0,2,4.5,好看，就是整个剧真的很悲伤，很压抑让人觉得。心情不好千万不要看，要不然有点受不了，然后顾森湘死的好不应该，同情！然后演员的角度，我觉得女主演的真的好，能让人压抑也说明拍的好，整体还是很好的！
2018-09-22,东莞,BHZ719898727,0,4,5,触及心灵的电影
2018-09-22,长春,PER515711064,0,3,4,总体很好看，表现形式不一样，但母爱都是一样的，校园凌霸伤害了多少人
2018-09-22,中山,林飞🍀,1,6,5,还不错挺好看的说的就是校园欺凌，还行
2018-09-22,六安,SeI21229029,0,2,5,教育者应该多看看，很有价值的一部电影
2018-09-22,郑州,Jgi216420930,2,3,5,写实的电影  不做作 不夸张 不具表演性 更贴近现实生活 勾起了很多校园生活的回忆 关于校园霸凌事件还是值得深思的 希望这部电影能给我我们带来更多的警示 学校真的有必要组织看看
2018-09-22,石家庄,小孙同学是你吗,0,2,5,初中看的小说，电影美化了很多。最后易遥跑着跳河真的哭的我不行不行的，顾森西真好。
2018-09-22,长沙,好吃的我都喜欢0,1,2,5,每个人都有那个几个故事，若安好，是晴天
2018-09-22,北京,永恒9171,1,3,5,现实的确是这样，我上学时那些小痞子就是老欺负人，****机关摄入，法律保护弱势群体还是有必要的
2018-09-22,广州,盘翠莲,2,2,5,悲伤逆流成河电影很好看，真的很好看，喜欢顾森西也喜欢顾森湘，这对双胞胎真的很好，可能有很多人不喜欢齐铭，他没有相信易瑶的勇气，也没有在易瑶孤立无援的时候拉她一把，可这不是现在都多数人的样子吗，优柔寡断，唐小米坏的让人感到无奈，她一直受着暴力的伤害，明明知道那种被伤害的滋味还要强加于别人身上，使天之骄女一样的顾森湘意外坠楼，结局很好，没有原著那么绝望，易瑶的人生也有光彩了，第一次这么认真的说这么多，真的触到我泪点了。
2018-09-22,武汉,叫我小等等,2,2,5,还行！！！？！！！！！
2018-09-22,武汉,LbD717563242,0,3,0.5,小四啊，真的别再拍电影了。
2018-09-22,西安,HID800190881,0,2,5,看的眼泪哗哗的流，真是，每个人在这个世界上活的都不容易，为什么不能善待别人呢？人与人之间为什么要这么的冷漠，这么残忍呢？人言可畏，大家都管好自己的嘴，做不到帮助别人，最起码请不要伤害别人！
2018-09-22,南昌,小珺珺,2,2,4.5,"愿所有的青春都能被温柔以待
“我叫顾森西 太阳从西边出来的西”"
2018-09-22,常州,lgT918409221,0,2,0.5,什么破剧情啊，1分不能再少了
2018-09-22,晋中,zleva2012,2,1,4,旁边的姑娘一直在哭，我也想哭，但是不是很能感同身受了，大概我该为自己青春不在而哭😒电影整体交代的还是很清楚的，完整，有细节，联系校园暴力，有深度了。
2018-09-22,信阳,EGl365512911,0,2,5,好看，演员帅
2018-09-22,成都,lxA248775276,0,2,3,有欢笑的部分，但也可以说非常压抑了。和原著有不同，但结局我还能接受。
2018-09-22,西安,张新伟,1,1,5,不错。。。。
2018-09-22,临沂,笔芯？,0,2,5,也太好看了吧 哭哭
2018-09-22,九台,欣欣87207,2,2,5,已经很少哭了，到这个真的很感动，上学的时候我都多多少少都会经历这些，希望大家可以重视校园暴力
2018-09-22,惠东,开心xi509,2,2,5,十分好看，我也是个学生，换位思考，我也会像易瑶那样
2018-09-22,南昌,Hvy161424010,2,2,5,好看，哭死啦
2018-09-22,哈尔滨,赵明飞356,1,5,5,确实挺不错的
2018-09-22,烟台,kEj905821809,1,3,5,好评好评好评
2018-09-22,包头,lay320033565,1,3,5,非常值得去看的一部电影！
2018-09-22,衡阳,pox372876553,0,2,4,演员演技不行，情节未跌宕起伏，却深入人心。剧本比较好，郭教授写的好
2018-09-22,沈阳,狄同学的账号,2,3,5,雪崩时没有一片雪花是无辜的。
2018-09-22,西安,檠,1,4,4,电影还可以，剧情和女主角的演技有点尬，我身边有几个女生哭了，但我没有泪点，可能我比较小，没经历过吧，这部电影适合女的看，总体来说挺好的，，我是打发时间去的，体会不怎么深刻🙊 
2018-09-22,郑州,OIN837464197,0,2,4.5,还好  觉得挺不错的
2018-09-22,富阳,pee286824672,2,3,4,还不错，但给人的震撼感还不够
2018-09-22,北京,涵g被注册了,0,3,5,太好了 很好 非常好
2018-09-22,泰安,xuejnujnu,0,3,4.5,真的是特别好看的一个电影，绝了
2018-09-22,常州,xmt15261172599,2,2,4,题材挺好了，台词不行
2018-09-22,柳州,XnZ368873927,0,4,2,发人深省哭了
2018-09-22,鞍山,emilia390,2,1,4.5,感觉没什么情节就结束了
2018-09-22,哈尔滨,LJD154708811,2,2,5,哭抽了哭抽了哭抽了
2018-09-22,乐山,FOm882898320,0,3,5,真的很不错，值得一看
2018-09-22,廊坊,夕佤,0,4,4,感人 我都看哭了 那眼泪 都止不住
2018-09-22,中山,KwU522319410,0,5,5,"好看。
挺悲情的剧情，演得也很动人！
最后结局时女主自言自语的台词很揪心，内心颤动。
凄美心痛，爱莫能助之感！

"
2018-09-22,泗洪,李武杰NEWZEALAND,0,2,5,我希望能有更多的学生。不要在欺负人了。
2018-09-22,重庆,zlaye,0,2,3.5,有点啰嗦，但是出乎所料还不错
2018-09-22,海城,kxk976863519,0,3,0.5,不能再多了  垃圾
2018-09-22,贵阳,Jpq694030916,1,2,3.5,比较适合学生看，不太适合参加工作的人看
2018-09-22,北京,李,1,5,5,哭死了哭死了
2018-09-22,临沂,xYf652041182,0,2,0.5,最感动的可能是她妈妈醒悟带她去看病那个阶段吧，其余感觉内容含量不咋样
2018-09-22,南京,akM990956269,2,1,5,好看 很温柔的电影
2018-09-22,安庆,阔爱倩,2,2,5,值得一看  真的哭的稀里哗啦的
2018-09-22,徐州,zgS626016997,0,2,5,感觉不错，至少结局不是那么悲伤😔
2018-09-22,长沙,爱是永恒吗,0,2,4,演技有点尬 配音不行 剧情不错
2018-09-22,榆林,VYZ475681317,0,3,5,这部电影很好的诠释了流言蜚语对特别的人伤害是有多么的大，看了很让人触动，拍的非常好，尤其是易遥，演的非常不错，赶的上一线明星，很有潜力
2018-09-22,广州,大丹丹丹吖,0,2,5,"真的很好看！！！！
真的好看！！！！
好看！！！
优秀！！！"
2018-09-22,贵阳,w18907810768,0,4,4.5,男生的颜值是真的很高，个人很喜欢的作品，拍的比意料中好很多，值得去看
2018-09-22,万州,Mpp853437147,0,2,5,好看好看好看
2018-09-22,宿迁,阔爱dd,0,3,4,挺好的...
2018-09-22,徐州,RWT62733758,0,3,4.5,为男二顾森西打call！
2018-09-22,大连,XoF882318743,0,2,5,"祭奠死亡的青春
给故事里悲哀的主角都给了美好的结局
看哭了
终于她们都美好了幸福了"
